quote_id,speaker,confidence,method,paragraph,text
q02418,,0.00,unresolved,2261,"“Thee't see her again o' Sunday afore she goes,”"
q02419,,0.00,unresolved,2261,"“If thee wast good for anything, thee'dst make her come in again o' Sunday night wi' thee, and see me once more.”"
q02420,Seth,0.98,after-verb-name,2262,"“Nay, Mother,”"
q02421,Seth,0.94,before-verb-name,2262,"“Dinah 'ud be sure to come again if she saw right to come. I should have no need to persuade her. She only thinks it 'ud be troubling thee for nought, just to come in to say good-bye over again.”"
q02422,Lisbeth,0.98,after-verb-name,2263,"“She'd ne'er go away, I know, if Adam 'ud be fond on her an' marry her, but everything's so contrairy,”"
q02423,,0.00,unresolved,2264,"“What! Has she said anything o' that sort to thee, Mother?”"
q02424,,0.00,unresolved,2265,"“Said? Nay, she'll say nothin'. It's on'y the men as have to wait till folks say things afore they find 'em out.”"
q02425,,0.00,unresolved,2266,"“Well, but what makes thee think so, Mother? What's put it into thy head?”"
q02426,,0.00,unresolved,2267,"“It's no matter what's put it into my head. My head's none so hollow as it must get in, an' nought to put it there. I know she's fond on him, as I know th' wind's comin' in at the door, an' that's anoof. An' he might be willin' to marry her if he know'd she's fond on him, but he'll ne'er think on't if somebody doesna put it into's head.”"
q02427,Adam,0.98,after-verb-name,2269,"“Nay, Mother, nay,”"
q02428,Adam,0.91,same-paragraph,2269,"“thee mustna think o' speaking o' such things to Adam. Thee'st no right to say what Dinah's feelings are if she hasna told thee, and it 'ud do nothing but mischief to say such things to Adam. He feels very grateful and affectionate toward Dinah, but he's no thoughts towards her that 'ud incline him to make her his wife, and I don't believe Dinah 'ud marry him either. I don't think she'll marry at all.”"
q02429,Lisbeth,0.98,after-verb-name,2270,"“Eh,”"
q02430,Lisbeth,0.94,before-verb-name,2270,“Thee think'st so 'cause she wouldna ha' thee. She'll ne'er marry thee; thee mightst as well like her t' ha' thy brother.”
q02431,Seth,0.91,same-paragraph,2271,"“Mother,”"
q02432,Seth,0.96,before-name-verb,2271,"“don't think that of me. I should be as thankful t' have her for a sister as thee wouldst t' have her for a daughter. I've no more thoughts about myself in that thing, and I shall take it hard if ever thee say'st it again.”"
q02433,Seth,0.78,neighbor-continuation,2272,"“Well, well, then thee shouldstna cross me wi' sayin' things arena as I say they are.”"
q02434,Seth,0.98,after-verb-name,2273,"“But, Mother,”"
q02435,Seth,0.94,before-verb-name,2273,"“thee'dst be doing Dinah a wrong by telling Adam what thee think'st about her. It 'ud do nothing but mischief, for it 'ud make Adam uneasy if he doesna feel the same to her. And I'm pretty sure he feels nothing o' the sort.”"
q02436,Seth,0.78,neighbor-continuation,2274,"“Eh, donna tell me what thee't sure on; thee know'st nought about it. What's he allays goin' to the Poysers' for, if he didna want t' see her? He goes twice where he used t' go once. Happen he knowsna as he wants t' see her; he knowsna as I put salt in's broth, but he'd miss it pretty quick if it warna there. He'll ne'er think o' marrying if it isna put into's head, an' if thee'dst any love for thy mother, thee'dst put him up to't an' not let her go away out o' my sight, when I might ha' her to make a bit o' comfort for me afore I go to bed to my old man under the white thorn.”"
q02437,Seth,0.98,after-verb-name,2275,"“Nay, Mother,”"
q02438,Seth,0.94,before-verb-name,2275,"“thee mustna think me unkind, but I should be going against my conscience if I took upon me to say what Dinah's feelings are. And besides that, I think I should give offence to Adam by speaking to him at all about marrying; and I counsel thee not to do't. Thee may'st be quite deceived about Dinah. Nay, I'm pretty sure, by words she said to me last Sabbath, as she's no mind to marry.”"
q02439,,0.00,unresolved,2276,"“Eh, thee't as contrairy as the rest on 'em. If it war summat I didna want, it 'ud be done fast enough.”"
q02440,Lisbeth,0.97,after-name-verb,2281,"“Why, Mother, thee look'st rare and hearty this morning. Eh, Gyp wants me t' look at him. He can't abide to think I love thee the best.”"
q02441,Adam,0.96,before-name-verb,2281,“That's her—that's Dinah.”
q02442,,0.00,unresolved,2283,"“It is a bit like her; but Dinah's prettier, I think.”"
q02443,,0.00,unresolved,2284,"“Well, then, if thee think'st her so pretty, why arn't fond on her?”"
q02444,,0.00,unresolved,2285,"“Why, Mother, dost think I don't set store by Dinah?”"
q02445,Lisbeth,0.98,after-verb-name,2286,"“Nay,”"
q02446,Lisbeth,0.91,same-paragraph,2286,"“What's th' use o' settin' store by things as are thirty mile off? If thee wast fond enough on her, thee wouldstna let her go away.”"
q02447,Adam,0.98,after-verb-name,2287,"“But I've no right t' hinder her, if she thinks well,”"
q02448,Adam,0.78,neighbor-continuation,2288,“But she wouldna think well if thee wastna so contrairy.”
q02449,Adam,0.97,after-name-verb,2289,"“Contrairy, mother?”"
q02450,Adam,0.96,before-name-verb,2289,“What have I done? What dost mean?”
q02451,Lisbeth,0.98,after-verb-name,2290,"“Why, thee't never look at nothin', nor think o' nothin', but thy figurin, an' thy work,”"
q02452,Lisbeth,0.94,before-verb-name,2290,"“An' dost think thee canst go on so all thy life, as if thee wast a man cut out o' timber? An' what wut do when thy mother's gone, an' nobody to take care on thee as thee gett'st a bit o' victual comfortable i' the mornin'?”"
q02453,Adam,0.98,after-verb-name,2291,"“What hast got i' thy mind, Mother?”"
q02454,Adam,0.94,before-verb-name,2291,“I canna see what thee't driving at. Is there anything I could do for thee as I don't do?”
q02455,,0.00,unresolved,2292,"“Aye, an' that there is. Thee might'st do as I should ha' somebody wi' me to comfort me a bit, an' wait on me when I'm bad, an' be good to me.”"
q02456,,0.00,unresolved,2293,"“Well, Mother, whose fault is it there isna some tidy body i' th' house t' help thee? It isna by my wish as thee hast a stroke o' work to do. We can afford it—I've told thee often enough. It 'ud be a deal better for us.”"
q02457,,0.00,unresolved,2294,"“Eh, what's the use o' talking o' tidy bodies, when thee mean'st one o' th' wenches out o' th' village, or somebody from Treddles'on as I ne'er set eyes on i' my life? I'd sooner make a shift an' get into my own coffin afore I die, nor ha' them folks to put me in.”"
q02458,,0.00,unresolved,2296,“Thee mightst know well enough who 'tis I'd like t' ha' wi' me. It isna many folks I send for t' come an' see me. I reckon. An' thee'st had the fetchin' on her times enow.”
q02459,Adam,0.98,after-verb-name,2297,"“Thee mean'st Dinah, Mother, I know,”"
q02460,Dinah,0.96,before-name-verb,2297,"“But it's no use setting thy mind on what can't be. If Dinah 'ud be willing to stay at Hayslope, it isn't likely she can come away from her aunt's house, where they hold her like a daughter, and where she's more bound than she is to us. If it had been so that she could ha' married Seth, that 'ud ha' been a great blessing to us, but we can't have things just as we like in this life. Thee must try and make up thy mind to do without her.”"
q02461,,0.00,unresolved,2298,"“Nay, but I canna ma' up my mind, when she's just cut out for thee; an' nought shall ma' me believe as God didna make her an' send her there o' purpose for thee. What's it sinnify about her bein' a Methody! It 'ud happen wear out on her wi' marryin'.”"
q02462,,0.00,unresolved,2300,"“Mother,”"
q02463,,0.00,unresolved,2300,“thee't talking wild. Don't let me hear thee say such things again. It's no good talking o' what can never be. Dinah's not for marrying; she's fixed her heart on a different sort o' life.”
q02464,Lisbeth,0.98,after-verb-name,2301,"“Very like,”"
q02465,Lisbeth,0.94,before-verb-name,2301,"“very like she's none for marr'ing, when them as she'd be willin' t' marry wonna ax her. I shouldna ha' been for marr'ing thy feyther if he'd ne'er axed me; an' she's as fond o' thee as e'er I war o' Thias , poor fellow.”"
q02466,,0.00,unresolved,2303,"“What dost say such things for, Mother, when thee'st got no foundation for 'em? Thee know'st nothing as gives thee a right to say that.”"
q02467,,0.00,unresolved,2304,"“Then I knowna nought as gi'es me a right to say as the year's turned, for all I feel it fust thing when I get up i' th' morning. She isna fond o' Seth, I reckon, is she? She doesna want to marry him? But I can see as she doesna behave tow'rt thee as she daes tow'rt Seth. She makes no more o' Seth's coming a-nigh her nor if he war Gyp, but she's all of a tremble when thee't a-sittin' down by her at breakfast an' a-looking at her. Thee think'st thy mother knows nought, but she war alive afore thee wast born.”"
q02468,Adam,0.98,after-verb-name,2305,“But thee canstna be sure as the trembling means love?”
q02469,,0.00,unresolved,2306,"“Eh, what else should it mane? It isna hate, I reckon. An' what should she do but love thee? Thee't made to be loved—for where's there a straighter cliverer man? An' what's it sinnify her bein' a Methody? It's on'y the marigold i' th' parridge.”"
